,data,percent,player,rank
323,0.25,25.0,kidd419,25056
324,0,100.0,kidd419,38909
325,0.03,16.0,kidd419,49341
326,1303.46,13.0,kidd419,2311
327,0.62,11.0,kidd419,2117
328,60,2.4,kidd419,4041
329,48,0.1,kidd419,803
330,0,100.0,kidd419,62710
331,2,4.6,kidd419,14628
332,11,5.0,kidd419,45564
333,0.18,45.0,kidd419,91779
334,1,null,kidd419,24168
335,0,100.0,kidd419,38909
336,3,53.0,kidd419,56871
337,19,13.0,kidd419,85824
338,5,31.0,kidd419,86076
339,2,null,kidd419,25653
340,0,100.0,kidd419,0
341,9,0.2,kidd419,19451
342,2040.45,1.3,kidd419,9105
343,2040.45,1.3,kidd419,9105
344,1303.46,13.0,kidd419,3407
345,1717,0.1,kidd419,43
346,145181,0.2,kidd419,3398
347,119480.9,0.3,kidd419,6040
348,264661.9,0.2,kidd419,4080
349,2419.68,12.0,kidd419,3223
350,1991.35,18.0,kidd419,19768
351,343.26,3.7,kidd419,19356
352,125,0.6,kidd419,15132
353,15,0.4,kidd419,7746
354,145,0.3,kidd419,4440
355,7758.35,2.3,kidd419,40518
356,35,2.7,kidd419,42233
357,4.67,6.0,TV-9420,1710
358,18.18,9.0,TV-9420,4022
359,70819.81,0.3,TV-9420,6087
360,55,1.2,TV-9420,23940
361,10,0.2,TV-9420,163
362,0.34,15.0,TV-9420,16358
363,29,0.3,TV-9420,2725
364,52.73,13.0,TV-9420,5204
365,45,1.7,TV-9420,34215
366,1975,0.1,TV-9420,88
367,1976.04,0.2,TV-9420,1634
368,88,0.6,TV-9420,0
369,423.95,8.0,TV-9420,2486
370,2.11,1.9,TV-9420,881
371,2.18,29.0,TV-9420,37392
372,3.82,7.0,TV-9420,1707
373,3702.89,22.0,TV-9420,18036
374,0.45,11.0,TV-9420,1743
375,0,100.0,TV-9420,38909
376,0.05,14.0,TV-9420,24945
377,1287.63,13.0,TV-9420,2504
378,0.53,13.0,TV-9420,5204
379,210,0.2,TV-9420,24
380,16,1.5,TV-9420,22899
381,3,0.6,TV-9420,2574
382,3,1.4,TV-9420,6680
383,116,0.1,TV-9420,430
384,0.55,6.0,TV-9420,1739
385,1,null,TV-9420,24168
386,0,100.0,TV-9420,38909
387,28,2.3,TV-9420,13669
388,60,1.1,TV-9420,11567
389,10,7.0,TV-9420,14889
390,3,null,TV-9420,4417
391,0,100.0,TV-9420,0
392,8,0.4,TV-9420,19451
393,2035.71,1.4,TV-9420,9500
394,2035.71,1.4,TV-9420,9500
395,1287.63,13.0,TV-9420,3671
396,1609,0.2,TV-9420,163
397,98829.91,0.7,TV-9420,11146
398,104828.8,0.4,TV-9420,8411
399,203658.7,0.5,TV-9420,8968
400,1796.91,28.0,TV-9420,23806
401,1905.98,20.0,TV-9420,22797
402,574.27,0.3,TV-9420,1459
403,120,0.7,TV-9420,15132
404,25,0.1,TV-9420,1335
405,152,0.2,TV-9420,3279
406,23317.03,0.2,TV-9420,2146
407,104,0.3,TV-9420,2804
408,2.98,14.0,RentedHope,7850
409,19.72,8.0,RentedHope,3111
410,94570.15,0.1,RentedHope,2097
411,71,0.5,RentedHope,12392
412,14,0.1,RentedHope,87
413,0.35,12.0,RentedHope,16111
414,40,0.1,RentedHope,877
415,56.34,12.0,RentedHope,3435
416,57,0.9,RentedHope,20171
417,1968,0.1,RentedHope,94
418,2026.77,0.1,RentedHope,958
419,94,0.6,RentedHope,0
420,323.6,14.0,RentedHope,8624
421,0.79,13.0,RentedHope,5668
422,2.15,29.0,RentedHope,38875
423,2.39,17.0,RentedHope,11870
424,5252.15,8.0,RentedHope,2523
425,0.31,18.0,RentedHope,12966
426,0,100.0,RentedHope,38909
427,0.01,17.0,RentedHope,73896
428,1331.97,12.0,RentedHope,1617
429,0.56,12.0,RentedHope,3435
430,170,0.3,RentedHope,691
431,41,0.2,RentedHope,1419
432,1,14.0,RentedHope,20512
433,1,17.0,RentedHope,33921
434,56,0.4,RentedHope,2032
435,0.33,22.0,RentedHope,16451
436,2,null,RentedHope,9410
437,0,100.0,RentedHope,38909
438,27,2.6,RentedHope,14817
439,58,1.2,RentedHope,12506
440,11,4.2,RentedHope,9820
441,3,null,RentedHope,4417
442,0,100.0,RentedHope,0
443,11,0.1,RentedHope,4836
444,2168.86,0.6,RentedHope,4318
445,2168.86,0.6,RentedHope,4318
446,1331.97,12.0,RentedHope,2441
447,1645,0.1,RentedHope,87
448,147624.9,0.2,RentedHope,2915
449,225277.8,0.1,RentedHope,641
450,372902.8,0.1,RentedHope,1072
451,2079.22,19.0,RentedHope,9537
452,3172.93,7.0,RentedHope,3301
453,362.2,3.0,RentedHope,15351
454,153,0.3,RentedHope,7704
455,22,0.1,RentedHope,2222
456,159,0.2,RentedHope,2790
457,22975.64,0.2,RentedHope,2259
458,108,0.3,RentedHope,2512
459,6.06,3.4,FunkyM,655
460,26.8,5.0,FunkyM,1061
461,130997.7,0.1,FunkyM,467
462,97,0.2,FunkyM,4764
463,26,0.1,FunkyM,171
464,0.4,12.0,FunkyM,11687
465,65,0.1,FunkyM,102
466,67.01,11.0,FunkyM,935
467,71,0.5,FunkyM,11226
468,1968,0.1,FunkyM,95
469,2163.56,0.1,FunkyM,230
470,1,0.7,FunkyM,0
471,547.88,4.3,FunkyM,725
472,1.03,6.0,FunkyM,3055
473,2.36,25.0,FunkyM,28625
474,4.43,4.6,FunkyM,823
475,4891.03,10.0,FunkyM,3957
476,0.29,19.0,FunkyM,16812
477,0,100.0,FunkyM,38909
478,0.01,17.0,FunkyM,76226
479,1350.49,11.0,FunkyM,1320
480,0.67,11.0,FunkyM,935
481,430,0.1,FunkyM,41
482,97,0.1,FunkyM,28
483,1,14.0,FunkyM,20512
484,1,17.0,FunkyM,33921
485,100,0.1,FunkyM,590
486,0.23,35.0,FunkyM,60502
487,8,null,FunkyM,171
488,0,100.0,FunkyM,38909
489,5,38.0,FunkyM,96697
490,56,1.3,FunkyM,13565
491,13,1.9,FunkyM,4112
492,4,null,FunkyM,554
493,0,100.0,FunkyM,0
494,12,0.1,FunkyM,2992
495,1984.01,2.6,FunkyM,17474
496,1984.01,2.6,FunkyM,17474
497,1350.49,11.0,FunkyM,2026
498,1606,0.2,FunkyM,171
499,247413,0.1,FunkyM,302
500,227016.4,0.1,FunkyM,626
501,474429.5,0.1,FunkyM,338
502,2550.65,10.0,FunkyM,1864
503,2340.38,14.0,FunkyM,11450
504,363.18,3.0,FunkyM,15190
505,229,0.1,FunkyM,2028
506,28,0.1,FunkyM,834
507,349,0.1,FunkyM,106
508,53144.61,0.1,FunkyM,95
509,258,0.1,FunkyM,99
510,6.25,2.8,Overdoes69,581
511,22.22,7.0,Overdoes69,2082
512,44158.53,1.0,Overdoes69,23875
513,36,3.4,Overdoes69,55227
514,8,0.3,Overdoes69,160
515,0.4,12.0,Overdoes69,11687
516,20,0.6,Overdoes69,9082
517,55.56,12.0,Overdoes69,3929
518,28,6.0,Overdoes69,76338
519,1967,0.1,Overdoes69,96
520,2003.38,0.1,Overdoes69,1243
521,94,0.6,Overdoes69,0
522,592.13,3.7,Overdoes69,474
523,3.28,0.9,Overdoes69,210
524,2.08,30.0,Overdoes69,42971
525,4.86,4.0,Overdoes69,501
526,4154.89,17.0,Overdoes69,9957
527,0.42,11.0,Overdoes69,2938
528,0.03,6.0,Overdoes69,24728
529,0.03,16.0,Overdoes69,57292
530,1226.63,15.0,Overdoes69,4294
531,0.56,12.0,Overdoes69,3800
532,175,0.3,Overdoes69,53
533,12,3.0,Overdoes69,40653
534,1,14.0,Overdoes69,20512
535,1,17.0,Overdoes69,33921
536,118,0.1,Overdoes69,414
