,data,percent,player,rank
0,5.25,null,huya_mitu,781
1,15.79,8.0,huya_mitu,1943
2,13803.18,19.0,huya_mitu,84131
3,19,18.0,huya_mitu,80043
4,3,1.5,huya_mitu,null
5,1,7.0,huya_mitu,1
6,3,21.0,huya_mitu,54704
7,15.79,40.0,huya_mitu,36423
8,16,21.0,huya_mitu,92860
9,1540,8.2368,huya_mitu,null
10,1569.26,8.0,huya_mitu,29197
11,0,100.0,huya_mitu,0
12,418.71,7.0,huya_mitu,1308
13,0.84,null,huya_mitu,3625
14,0.95,58.0,huya_mitu,67698
15,4.42,4.7,huya_mitu,691
16,2733.94,null,huya_mitu,23912
17,0,100.0,huya_mitu,1
18,0.11,4.9,huya_mitu,1697
19,0.05,11.0,huya_mitu,9808
20,726.48,63.0,huya_mitu,54520
21,0.16,40.0,huya_mitu,35946
22,84,1.3,huya_mitu,null
23,0,100.0,huya_mitu,86447
24,1,16.0,huya_mitu,12840
25,1,17.0,huya_mitu,12840
26,16,null,huya_mitu,14697
27,0.19,44.0,huya_mitu,58619
28,0,100.0,huya_mitu,33339
29,2,2.7,huya_mitu,4079
30,6,30.0,huya_mitu,47654
31,6,45.0,huya_mitu,78264
32,21,0.1,huya_mitu,89
33,3,3.8,huya_mitu,2705
34,0,100.0,huya_mitu,0
35,6,4.1,huya_mitu,38100
36,1852.89,null,huya_mitu,59665
37,1852.89,29.0,huya_mitu,59665
38,726.48,63.0,huya_mitu,55342
39,1246,11.0,huya_mitu,null
40,24502.13,13.0,huya_mitu,76817
41,27442.68,10.0,huya_mitu,45022
42,51944.81,13.0,huya_mitu,61337
43,1289.59,51.0,huya_mitu,43660
44,1444.35,26.0,huya_mitu,18762
45,223.31,18.0,huya_mitu,40282
46,18,null,huya_mitu,83406
47,0,100.0,huya_mitu,1
48,29,16.0,huya_mitu,59476
49,7955.57,2.7,huya_mitu,17020
50,0,100.0,huya_mitu,1
51,8.5,null,PandaTV_HETONG,0
52,33.33,4.3,PandaTV_HETONG,0
53,3696.11,56.0,PandaTV_HETONG,0
54,3,70.0,PandaTV_HETONG,0
55,1,21.0,PandaTV_HETONG,null
56,0.5,12.0,PandaTV_HETONG,0
57,2,35.0,PandaTV_HETONG,0
58,66.67,7.0,PandaTV_HETONG,0
59,2,81.0,PandaTV_HETONG,0
60,1413,18.155,PandaTV_HETONG,null
